time,status,id,message,name,address,lat,lng,tags
2025-11-11 16:10:05,OK,6912fd6e9e268fedeabaca81,Uploaded,353 Đ. Võ Văn Kiệt,"353 Võ Văn Kiệt, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh, Việt Nam",10.7575254,106.6907449,
2025-11-11 16:10:06,OK,6912fd6f9e268fedeabaca82,Uploaded,345 Võ Văn Kiệt,"345 Võ Văn Kiệt, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh, Việt Nam",10.7575114,106.69072800000001,
2025-11-11 16:10:07,OK,6912fd709e268fedeabaca83,Uploaded,349 Võ Văn Kiệt,"349 Võ Văn Kiệt, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh, Việt Nam",10.7575184,106.6907364,
2025-11-11 16:10:08,OK,6912fd719e268fedeabaca84,Uploaded,350 Võ Văn Kiệt,"350 Võ Văn Kiệt, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh, Việt Nam",10.7575201,106.6907385,
2025-11-11 16:10:09,OK,6912fd729e268fedeabaca85,Uploaded,"518, 17 Võ Văn Kiệt","518, 17 Võ Văn Kiệt, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh, Việt Nam",10.7576043,106.6910222,
2025-11-11 16:10:10,OK,6912fd739e268fedeabaca86,Uploaded,68 Đ. Nguyễn Văn Cừ,"68 Nguyễn Văn Cừ, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh, Việt Nam",10.7564335,106.6852608,
2025-11-11 16:10:10,OK,6912fd749e268fedeabaca87,Uploaded,66 Đ. Nguyễn Văn Cừ,"66 Nguyễn Văn Cừ, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh, Việt Nam",10.7563787,106.6852909,
2025-11-11 16:10:11,OK,6912fd759e268fedeabaca88,Uploaded,Xâm Hình Rồng Việt,"530 Trường Chinh, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh, Việt Nam",10.758473,106.6884641,
2025-11-11 16:10:13,OK,,"Uploaded (resp={'code': 'invalid_type', 'message': 'Loại địa điểm không hợp lệ', 'result': None})",976 Đ. Võ Văn Kiệt,"976 Võ Văn Kiệt, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh, Việt Nam",10.7552008,106.6880116,
2025-11-11 16:10:13,OK,,"Uploaded (resp={'code': 'invalid_type', 'message': 'Loại địa điểm không hợp lệ', 'result': None})",420/8 Đ. Võ Văn Kiệt,"420/8 Võ Văn Kiệt, Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh, Việt Nam",10.7595925,106.693114,
